Date of Encashment,Name of the Political Party,Denomination
4/15/2023,YSR CONGRESS PARTY (YCP),10000000
4/15/2023,YSR CONGRESS PARTY (YCP),10000000
4/15/2023,YSR CONGRESS PARTY (YCP),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),100000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),100000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),100000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),100000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),100000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARAT RASHTRA SAMITHI (BRS),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),100000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),1000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,BHARTIYA JANTA PARTY (BJP),10000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,JANATA DAL ( JDS ),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),1000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,INDIAN NATIONAL CONGRESS (INC),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
4/17/2023,TELUGU DESAM PARTY (TDP),10000000
